Personal Opinion: DOBBS V. JACKSON (Group A),Court Ruling: DOBBS V. JACKSON (Group A),Personal Opinion: DOBBS V. JACKSON (GROUP B),Court Ruling: DOBBS V. JACKSON (Group B),Personal Opinion: ROE V. WADE,Court Ruling: ROE V. WADE,Personal Opinion: NY STATE RIFLE AND PISTOL ASSOCIATION V. BRUEN (Group A),Court Ruling: NY STATE RIFLE AND PISTOL ASSOCIATION V. BRUEN (Group A),Personal Opinion: NY STATE RIFLE AND PISTOL ASSOCIATION V. BRUEN (Group B),Court Ruling: NY STATE RIFLE AND PISTOL ASSOCIATION V. BRUEN (Group B),Personal Opinion: CARSON V. MAKIN (Group A),Court Opinion: CARSON V. MAKIN (Group A),Personal Opinion: CARSON V. MAKIN (Group B),Court Opinion: CARSON V. MAKIN (Group B),Personal Opinion: U.S. V. ZUBAYDAH (GROUP A),Court Ruling: : U.S. V. ZUBAYDAH (GROUP A),Personal Opinion: U.S. V. ZUBAYDAH (GROUP B),Court Ruling: U.S. V. ZUBAYDAH (GROUP B),Personal Opinion: HOUSTON COMMUNITY COLLEGE SYSTEM V. WILSON (Group A),Court Ruling: HOUSTON COMMUNITY COLLEGE SYSTEM V. WILSON (Group A),Personal Opinion: HOUSTON COMMUNITY COLLEGE SYSTEM V. WILSON (Group B),Court Ruling: HOUSTON COMMUNITY COLLEGE SYSTEM V. WILSON (Group B),Personal Opinion: RAMIREZ V. COLLIER (Group A),Court Ruling: RAMIREZ V. COLLIER (Group A),Personal Opinion: RAMIREZ V. COLLIER (Group B),Court Ruling: RAMIREZ V. COLLIER (Group B),Personal Opinion: SHURTLEFF V. BOSTON (Group A),Court Ruling: SHURTLEFF V. BOSTON (Group A),Personal Opinion: SHURTLEFF V. BOSTON (Group B),Court Ruling: SHURTLEFF V. BOSTON (Group B),"Personal Opinion: NATIONAL FEDERATION OF INDEPENDENT BUSINESSES V. DOL, OSHA (Group A)","Court Ruling: NATIONAL FEDERATION OF INDEPENDENT BUSINESSES V. DOL, OSHA (Group A)","Personal Opinion: NATIONAL FEDERATION OF INDEPENDENT BUSINESSES V. DOL, OSHA (Group B)","Court Ruling: NATIONAL FEDERATION OF INDEPENDENT BUSINESSES V. DOL, OSHA (Group B)",Personal Opinion: BIDEN V. MISSOURI (Group A),Court Opinion: BIDEN V. MISSOURI (Group A),Personal Opinion: BIDEN V. MISSOURI (Group B),Court Opinion: BIDEN V. MISSOURI (Group B),Personal Opinion: WEST VIRGINIA V. EPA (Group A),Court Ruling: WEST VIRGINIA V. EPA (Group A),Personal Opinion: WEST VIRGINIA V. EPA (Group B),Court Ruling: WEST VIRGINIA V. EPA (Group B),Personal Opinion: TRUMP V. THOMPSON (Group A),Court Ruling: TRUMP V. THOMPSON (Group A),Personal Opinion: TRUMP V. THOMPSON (Group B),Court Ruling: TRUMP V. THOMPSON (Group B),Personal Opinion: KENNEDY V. BREMERTON SCHOOL DISTRICT (Group A),Court Ruling: KENNEDY V. BREMERTON SCHOOL DISTRICT (Group A),Personal Opinion: KENNEDY V. BREMERTON SCHOOL DISTRICT (Group B),Court Ruling: KENNEDY V. BREMERTON SCHOOL DISTRICT (Group B),Personal Opinion: BIDEN V. TEXAS (Group A),Court Ruling: BIDEN V. TEXAS (Group A),Personal Opinion: BIDEN V. TEXAS (Group B),Court Ruling: BIDEN V. TEXAS (Group B),Personal Opinion: OKLAHOMA V. CASTRO-HUERTA (Group A),Court Ruling: OKLAHOMA V. CASTRO-HUERTA (Group A),Personal Opinion: OKLAHOMA V. CASTRO-HUERTA (Group B),Court Ruling: OKLAHOMA V. CASTRO-HUERTA (Group B),Typical Court Votes,Justice Tenure,Last Say in Conflict of Meaning,Justice Selection,Current Chief Justice,Most Recent Justice,Republican Appointed Justices,Appointing President Partisanship Effects,How much do you approve of the performance of the Supreme Court?,Judges at odds with the people should be removed,U.S. Supreme Court is too independent,"If the U.S. Supreme Court started making a lot of decisions that most people disagree with, it might be better to do away with the Supreme Court altogether",The U.S. Supreme Court gets too mixed up in politics,The U.S. Supreme Court can be trusted to make right decisions,Respondent Ideology,Court Ideology,Increase Court Size,Limit Court Terms,Closeness to Ketanji Brown Jackson,Senate and Consideration to Nominees,Should Ketanji Brown Jackson be Approved,"Appropriateness of ""Shadow Docket"" Rulings",Political Interest,Most watched cable news network,Ideology - 3 categories,Ideology - 5 categories,Voter Registration Status,Voter Registration - 2 categories,Party ID - 3 categories,Party ID - 7 categories,2020 Turnout,2020 President Vote Post Election,Gender,Birth Year,Age,Age - 4 categories,Race,Race - 4 categories,Educational Attainment,Education - 4 categories,Marital Status,Children Under 18,State of Residence,Census Region,Area Type,Own or Rent Home,Employment status among non-students,Family income,Family Income - 3 categories,Military Household - I am,Military Household - Family,Military Household - I served previously,Military Household - Family served previously,Military Household - None,"Yes, I am","Yes, household member is",No,Volunteer Activities,Importance of Religion,Church Attendance,Born Again,Prayer Frequency,Affiliation,A/B Randomization,Questionnaire Start Time,Questionnaire End Time,Questionnaire Last Modified Time,Case ID,weight
.,.,2,2,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,1,2,2,2,4,5,6,2,3,2,3,4,3,2,63.0,53.0,5,5,2,1,2,1,2,4,3,4,1,1,3,5,1,2,2,1950.0,72.0,4,1,1,3,2,4,2,12,3,2,1,5,3,1,2,2,2,2,1,2,2,1,2,1,1,1,1,1,2,2022-03-30 21:05:53.819000,2022-03-30 21:26:02.561000,2022-03-30 21:25:55.295000,1769279399.0,1.0508035101999
2,1,.,.,1,2,1,1,.,.,1,1,.,.,2,1,.,.,1,1,.,.,1,2,.,.,2,2,.,.,1,1,.,.,1,2,.,.,2,2,.,.,1,2,.,.,2,2,.,.,2,1,.,.,2,2,.,.,1,2,2,2,4,5,5,3,2,5,5,5,3,2,64.0,55.0,5,5,2,1,2,1,1,5,3,4,1,1,2,6,1,2,1,1949.0,73.0,4,1,1,6,4,1,2,39,2,3,1,5,9,2,2,2,1,1,2,2,2,1,1,2,4,2,2,2,1,2022-03-30 21:02:04.963000,2022-03-30 21:26:20.020000,2022-03-30 21:26:11.288000,1769277633.0,1.1250523176229
.,.,2,1,1,2,.,.,2,1,.,.,1,1,.,.,1,1,.,.,1,2,.,.,2,2,.,.,1,2,.,.,1,2,.,.,2,1,.,.,1,1,.,.,2,2,.,.,2,1,.,.,2,1,.,.,2,2,4,1,1,1,5,1,3,4,4,2,3,4,2,4,60.0,13.0,2,1,3,1,1,2,4,5,2,3,2,2,2,6,1,2,2,1969.0,52.0,3,3,3,5,3,3,2,30,4,1,2,1,4,1,2,2,2,1,2,2,2,1,2,1,1,1,1,12,2,2022-03-30 21:10:47.283000,2022-03-30 21:27:15.503000,2022-03-30 21:27:14.962000,1769282357.0,0.246624811482608
1,2,.,.,2,2,2,2,.,.,2,2,.,.,2,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,2,.,.,2,2,.,.,1,2,2,3,2,5,6,1,2,4,4,5,4,3,20.0,70.0,2,4,1,1,1,2,1,5,1,1,1,1,1,1,1,1,2,1963.0,58.0,3,1,1,3,2,4,2,18,2,1,2,3,3,1,2,2,2,1,2,2,2,1,1,4,5,2,7,12,1,2022-03-30 21:05:00.185000,2022-03-30 21:27:53.722000,2022-03-30 21:27:38.451000,1769279341.0,1.00809848301443
2,2,.,.,2,2,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,2,2,2,4,5,5,2,3,3,3,4,2,3,13.0,69.0,3,2,1,1,1,2,1,5,1,1,1,1,1,1,1,1,2,1951.0,70.0,4,1,1,6,4,6,2,25,1,1,3,5,3,1,2,2,2,2,1,2,2,1,2,2,5,2,3,5,1,2022-03-30 20:59:40.906000,2022-03-30 21:34:40.630000,2022-03-30 21:34:31.882000,1768242917.0,1.14066061220838
2,2,.,.,2,2,2,2,.,.,2,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,2,.,.,2,2,.,.,1,2,.,.,2,2,2,2,2,3,4,3,3,3,3,2,2,4,61.0,55.0,3,2,2,2,2,2,3,1,2,3,1,1,3,4,2,6,2,2001.0,21.0,1,6,4,3,2,5,2,42,1,1,1,.,97,4,2,2,2,1,1,2,2,1,2,1,5,2,3,1,1,2022-03-30 21:32:44.655000,2022-03-30 21:37:23.388000,2022-03-30 21:37:23.248000,1769301051.0,0.707445615592798
1,2,.,.,2,2,2,1,.,.,2,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,2,2,4,5,6,1,4,3,2,5,2,2,28.0,94.0,4,1,1,1,1,2,1,3,1,2,1,1,3,3,1,1,2,1958.0,63.0,3,1,1,6,4,6,2,8,4,2,1,7,12,3,2,2,2,1,2,2,2,1,1,4,6,2,6,10,1,2022-03-30 20:57:03.753000,2022-03-30 21:40:46.565000,2022-03-30 21:40:45.850000,1769270637.0,0.880556500147014
1,2,.,.,2,1,2,1,.,.,2,2,.,.,2,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,2,.,.,2,2,.,.,1,1,.,.,1,2,.,.,1,1,.,.,1,2,2,2,4,5,6,1,4,4,4,4,4,4,8.0,90.0,2,2,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1957.0,64.0,3,1,1,6,4,1,2,12,3,5,1,5,11,3,2,2,2,1,2,2,2,1,2,4,6,2,6,9,1,2022-03-30 21:02:07.008000,2022-03-30 21:41:09.366000,2022-03-30 21:41:03.474000,1769277635.0,0.924812175034902
1,1,.,.,1,2,2,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,1,.,.,2,2,.,.,2,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,2,2,2,4,5,5,2,4,4,3,5,2,3,21.0,77.0,3,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1961.0,61.0,3,1,1,5,3,1,2,27,2,1,1,5,10,3,2,2,2,1,2,2,2,1,1,4,6,2,7,11,1,2022-03-30 21:10:44.839000,2022-03-30 21:41:49.544000,2022-03-30 21:41:45.139000,1769282351.0,0.904060541608862
2,2,.,.,1,2,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,2,2,2,4,5,6,5,2,4,4,5,3,2,96.0,56.0,5,4,2,1,2,1,1,4,3,5,1,1,2,7,1,2,1,1952.0,70.0,4,1,1,5,3,1,2,13,3,4,1,5,8,2,2,2,2,1,2,2,2,1,2,1,2,1,1,1,1,2022-03-30 21:14:39.665000,2022-03-30 21:42:33.405000,2022-03-30 21:42:28.064000,1769285405.0,0.862203327282908
.,.,1,2,1,2,.,.,2,2,.,.,1,2,.,.,2,2,.,.,2,1,.,.,1,2,.,.,1,2,.,.,2,2,.,.,1,2,.,.,1,2,.,.,2,2,.,.,2,1,.,.,1,1,.,.,2,2,2,2,2,2,4,5,6,1,3,3,3,3,2,2,42.0,32.0,4,2,1,1,1,2,3,5,1,2,1,1,1,2,2,6,2,2002.0,20.0,1,1,1,3,2,5,2,36,1,2,3,.,97,4,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2022-03-30 21:32:17.480000,2022-03-30 21:47:25.498000,2022-03-30 21:47:25.363000,1769301003.0,0.677106014588163
2,2,.,.,2,1,2,1,.,.,2,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,2,2,2,4,5,6,4,2,5,5,5,4,2,61.0,78.0,4,2,3,1,1,1,1,5,2,3,1,1,2,6,1,1,2,1957.0,64.0,3,1,1,6,4,5,2,20,2,1,1,1,4,1,2,2,2,1,2,2,2,1,1,3,5,2,6,1,1,2022-03-30 20:57:12.489000,2022-03-30 21:51:19.466000,2022-03-30 21:51:13.885000,1769271283.0,0.773053183568562
2,2,.,.,1,2,1,1,.,.,1,2,.,.,1,1,.,.,1,1,.,.,2,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,2,2,3,4,5,5,3,3,4,3,3,3,3,85.0,48.0,5,2,2,1,2,1,1,5,3,4,1,1,5,4,2,6,2,1949.0,72.0,4,1,1,3,2,1,2,45,3,3,2,5,3,1,2,2,1,1,2,2,2,1,2,2,5,1,1,2,1,2022-03-30 20:58:11.994000,2022-03-30 21:53:33.850000,2022-03-30 21:53:33.116000,1769274053.0,0.746289218372515
.,.,2,2,2,1,.,.,1,1,.,.,1,1,.,.,2,1,.,.,1,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,1,.,.,1,1,.,.,2,1,.,.,1,2,.,.,1,1,.,.,2,1,2,2,2,2,4,5,6,3,2,4,3,4,3,2,45.0,55.0,4,2,3,1,1,2,1,5,2,3,1,1,3,5,1,2,1,1996.0,25.0,1,1,1,4,2,5,2,21,3,2,1,.,8,2,2,1,2,1,2,2,1,2,2,3,6,2,7,10,2,2022-03-30 21:36:32.328000,2022-03-30 21:53:34.059000,2022-03-30 21:53:33.909000,1769305903.0,0.71686155999559
2,2,.,.,2,2,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,2,.,.,2,2,.,.,3,2,2,2,4,5,6,2,4,2,2,4,2,4,46.0,65.0,2,2,1,1,1,2,2,1,1,2,1,1,1,1,1,1,2,1962.0,59.0,3,7,4,6,4,4,2,22,3,2,1,5,97,4,2,1,2,1,2,2,2,1,1,2,3,2,1,6,1,2022-03-30 21:08:10.302000,2022-03-30 21:54:02.683000,2022-03-30 21:53:56.429000,1769279591.0,0.842950146041082
2,2,.,.,1,2,1,1,.,.,1,2,.,.,1,1,.,.,1,1,.,.,1,2,.,.,1,1,.,.,1,2,.,.,1,2,.,.,2,2,.,.,2,2,.,.,2,1,.,.,2,2,.,.,1,1,.,.,1,3,2,2,4,5,6,3,2,5,4,5,3,3,57.0,51.0,1,5,2,2,2,1,1,5,3,4,1,1,3,5,2,6,2,1962.0,59.0,3,1,1,6,4,1,2,21,3,2,2,3,11,3,2,2,2,1,2,2,2,1,2,1,5,1,8,1,1,2022-03-30 21:37:33.343000,2022-03-30 21:56:00.124000,2022-03-30 21:55:54.216000,1769306013.0,0.985088084961874
1,1,.,.,2,2,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,1,.,.,2,2,.,.,2,2,.,.,2,1,.,.,2,1,.,.,1,1,3,3,3,5,5,4,3,3,3,3,3,3,9.0,8.0,3,3,3,1,1,2,7,1,1,1,1,1,1,1,1,1,1,1994.0,27.0,1,1,1,4,2,5,2,13,3,2,1,3,97,4,2,2,2,1,2,2,2,1,2,1,1,2,1,1,1,2022-03-30 21:53:53.020000,2022-03-30 22:06:14.881000,2022-03-30 22:06:14.171000,1769311987.0,0.785966013146942
.,.,1,2,2,1,.,.,2,1,.,.,2,1,.,.,2,1,.,.,1,2,.,.,1,2,.,.,2,1,.,.,2,1,.,.,2,2,.,.,1,2,.,.,2,2,.,.,1,2,.,.,1,1,.,.,2,2,2,2,2,2,4,5,6,1,5,5,2,4,2,4,25.0,95.0,2,2,1,1,1,2,1,3,1,2,1,1,1,1,1,1,1,1952.0,70.0,4,1,1,6,4,1,2,6,4,3,1,5,7,2,2,2,1,2,2,2,2,1,1,3,4,2,6,10,2,2022-03-30 21:53:18.364000,2022-03-30 22:12:06.219000,2022-03-30 22:11:57.692000,1769311917.0,1.12543525035108
1,2,.,.,2,2,1,1,.,.,2,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,2,.,.,2,2,.,.,1,1,.,.,1,2,.,.,2,1,.,.,3,2,2,2,4,5,6,4,1,4,5,5,3,2,49.0,67.0,5,3,3,1,1,1,2,5,2,3,1,1,3,4,1,1,1,1962.0,60.0,3,1,1,5,3,1,2,39,2,4,1,5,8,2,2,2,2,2,1,2,2,1,1,4,6,2,7,9,1,2022-03-30 21:48:33.159000,2022-03-30 22:15:58.738000,2022-03-30 22:15:50.275000,1769310297.0,0.822676080941308
.,.,2,2,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,1,1,2,2,4,5,4,4,3,5,4,4,3,3,73.0,74.0,4,2,2,1,2,2,2,5,3,4,1,1,3,5,1,2,1,1952.0,69.0,4,5,4,6,4,1,2,48,3,1,1,5,5,1,2,2,1,1,2,2,2,1,1,1,2,1,1,1,2,2022-03-30 22:00:33.700000,2022-03-30 22:17:31.435000,2022-03-30 22:17:25.442000,1769326175.0,0.821362022709653
.,.,2,1,1,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,1,2,2,2,4,5,6,2,3,4,3,5,2,2,98.0,61.0,5,3,2,1,2,2,1,2,3,4,1,1,2,7,1,2,2,1948.0,73.0,4,1,1,4,2,1,2,26,2,4,1,5,7,2,2,2,2,1,2,1,1,2,1,1,1,1,1,1,2,2022-03-30 22:00:47.198000,2022-03-30 22:18:46.460000,2022-03-30 22:18:41.143000,1769326203.0,1.39757969974645
2,1,.,.,1,2,1,1,.,.,1,2,.,.,2,1,.,.,1,2,.,.,1,2,.,.,1,2,.,.,1,1,.,.,1,1,.,.,2,1,.,.,2,2,.,.,2,1,.,.,2,2,.,.,1,2,.,.,2,2,1,2,2,4,5,2,5,5,1,5,1,5,35.0,6.0,5,1,2,1,2,2,1,5,1,2,1,1,4,4,1,2,1,1979.0,43.0,2,6,4,5,3,5,2,13,3,2,1,1,7,2,2,1,1,1,2,2,2,1,1,1,3,1,1,1,1,2022-03-30 22:07:04.750000,2022-03-30 22:20:42.450000,2022-03-30 22:20:39.504000,1769331281.0,1.02628559720972
2,2,.,.,2,2,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,2,2,3,4,5,5,2,2,3,3,4,3,2,41.0,70.0,3,2,1,1,1,2,1,1,2,3,1,1,1,2,1,1,2,1989.0,32.0,2,1,1,5,3,5,2,18,2,3,2,1,3,1,2,2,2,2,1,2,2,1,2,1,2,2,3,1,1,2022-03-30 22:12:15.203000,2022-03-30 22:22:17.422000,2022-03-30 22:22:13.457000,1769336453.0,1.08737303485605
2,2,.,.,1,1,2,1,.,.,2,1,.,.,2,1,.,.,2,2,.,.,2,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,2,.,.,2,2,.,.,1,2,.,.,1,2,.,.,1,1,.,.,1,2,2,2,4,5,6,2,4,4,4,4,2,3,51.0,86.0,2,2,3,1,1,2,2,5,2,3,1,1,3,4,1,4,1,1954.0,67.0,4,1,1,6,4,1,2,41,4,4,1,1,11,3,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,2022-03-30 22:09:34.709000,2022-03-30 22:24:20.178000,2022-03-30 22:24:19.515000,1769331533.0,1.11014594365343
.,.,2,2,1,2,.,.,1,1,.,.,1,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,1,.,.,1,1,.,.,2,1,.,.,2,1,.,.,1,1,2,2,2,2,4,5,6,3,4,4,4,4,2,3,88.0,53.0,4,2,2,1,2,2,1,5,3,5,1,1,3,5,1,2,1,1950.0,71.0,4,7,4,5,3,1,2,38,2,4,1,5,3,1,2,1,2,2,2,2,2,1,1,1,1,1,1,1,2,2022-03-30 22:10:46.097000,2022-03-30 22:25:03.368000,2022-03-30 22:24:55.243000,1769334393.0,0.94888222516794
2,2,.,.,1,1,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,1,2,3,3,5,4,3,3,3,2,2,3,2,62.0,65.0,3,3,3,2,2,1,3,2,2,3,1,1,2,6,2,6,2,1989.0,33.0,2,1,1,3,2,5,1,26,2,2,2,1,4,1,2,2,2,1,2,2,2,1,1,2,5,2,3,1,1,2022-03-30 21:01:52.068000,2022-03-30 22:26:50.454000,2022-03-30 22:26:49.808000,1769277609.0,1.16613977355896
.,.,1,2,2,2,.,.,2,1,.,.,2,2,.,.,2,1,.,.,1,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,2,2,2,2,4,5,6,2,4,4,4,3,2,3,13.0,75.0,2,3,1,1,1,2,1,5,1,1,1,1,1,1,1,1,2,1947.0,75.0,4,1,1,6,4,5,2,32,4,2,1,5,5,1,2,2,2,1,2,1,2,2,1,1,2,2,1,2,2,2022-03-30 22:18:23.204000,2022-03-30 22:32:52.104000,2022-03-30 22:32:47.514000,1769339581.0,1.14849337614039
.,.,2,2,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,2,2,1,3,1,4,3,1,3,1,3,2,1,2,96.0,45.0,5,1,2,1,2,2,1,4,3,5,1,1,2,7,1,2,2,1967.0,55.0,3,1,1,3,2,3,2,53,4,4,3,6,1,1,2,2,2,1,2,2,2,1,2,4,6,2,7,11,2,2022-03-30 22:11:59.437000,2022-03-30 22:33:01.719000,2022-03-30 22:32:58.033000,1769336429.0,1.04401655840034
.,.,2,2,1,1,.,.,1,1,.,.,1,2,.,.,1,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,1,.,.,1,1,.,.,1,1,1,2,2,2,4,5,7,3,2,5,5,5,4,1,100.0,50.0,5,3,2,2,2,2,1,2,3,5,1,1,2,7,1,2,2,1947.0,74.0,4,1,1,3,2,1,2,4,4,4,1,5,10,3,2,2,2,1,2,2,2,1,2,2,6,2,3,2,2,2022-03-30 21:10:28.193000,2022-03-30 22:35:17.284000,2022-03-30 22:35:16.623000,1769282331.0,1.1335711136229
.,.,2,2,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,.,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,1,2,2,2,4,4,5,1,3,3,2,5,1,4,76.0,62.0,5,2,2,1,2,1,1,5,3,4,1,1,3,5,1,2,1,1962.0,59.0,3,1,1,6,4,1,2,21,3,1,1,1,97,4,2,2,1,1,2,2,1,2,2,1,1,1,1,1,2,2022-03-30 22:07:47.253000,2022-03-30 22:38:16.902000,2022-03-30 22:38:13.021000,1769331355.0,0.86905144659339
1,1,.,.,2,2,2,1,.,.,2,2,.,.,2,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,2,.,.,2,2,.,.,1,2,2,2,4,4,5,4,3,3,5,5,2,2,26.0,76.0,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1951.0,70.0,4,1,1,6,4,1,2,4,4,2,1,5,6,2,2,2,2,2,1,2,2,1,2,1,5,2,2,7,1,2022-03-30 22:19:23.605000,2022-03-30 22:38:52.831000,2022-03-30 22:38:51.692000,1769340845.0,1.12543525035108
2,1,.,.,1,2,1,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,2,.,.,1,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,1,.,.,1,2,.,.,1,1,.,.,2,2,2,2,4,5,4,1,3,4,3,5,4,2,68.0,40.0,3,4,2,1,2,2,2,5,3,4,2,2,2,7,1,2,2,1983.0,38.0,2,1,1,6,4,5,2,13,3,2,1,1,5,1,2,2,2,2,1,2,2,1,1,1,2,1,1,1,1,2022-03-30 21:03:30.714000,2022-03-30 22:40:24.134000,2022-03-30 22:40:19.546000,1769279245.0,1.1247843349173
1,2,.,.,2,1,1,1,.,.,2,1,.,.,2,1,.,.,1,2,.,.,1,1,.,.,2,1,.,.,2,1,.,.,2,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,2,.,.,2,2,.,.,2,2,1,2,4,5,6,2,4,5,5,4,2,4,52.0,74.0,4,4,1,1,1,2,1,3,1,2,1,1,1,1,1,1,2,1953.0,68.0,4,1,1,5,3,1,2,29,2,1,1,5,8,2,2,2,2,2,1,1,2,2,1,2,3,2,5,1,1,2022-03-30 22:10:24.193000,2022-03-30 22:40:27.632000,2022-03-30 22:40:27.005000,1766816951.0,0.981609828587702
1,1,.,.,2,2,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,2,3,2,4,5,2,1,3,2,2,4,2,3,56.0,61.0,2,1,2,1,2,2,1,2,3,4,2,2,2,7,1,2,2,1961.0,60.0,3,1,1,4,2,1,2,4,4,1,2,1,5,1,2,2,2,1,2,2,2,1,1,3,6,2,5,11,1,2022-03-30 22:14:39.501000,2022-03-30 22:54:18.639000,2022-03-30 22:54:17.961000,1769336727.0,1.04401655840034
.,.,1,2,1,2,.,.,1,2,.,.,1,2,.,.,2,1,.,.,1,2,.,.,1,1,.,.,1,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,1,.,.,2,1,.,.,2,1,.,.,2,1,2,2,2,2,4,5,6,3,5,3,1,3,1,4,70.0,25.0,5,1,2,1,2,2,1,5,2,3,1,1,4,4,1,2,2,1952.0,69.0,4,1,1,5,3,3,2,12,3,1,2,5,2,1,2,2,2,1,2,2,2,1,2,1,5,1,1,1,2,2022-03-30 22:15:27.085000,2022-03-30 22:57:53.457000,2022-03-30 22:57:52.705000,1769336819.0,1.11386813994367
2,2,.,.,1,1,1,2,.,.,1,1,.,.,1,1,.,.,2,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,2,.,.,2,2,.,.,1,1,.,.,2,1,.,.,1,1,.,.,2,2,.,.,3,1,1,2,4,1,.,3,2,3,3,3,2,2,90.0,50.0,2,1,3,1,1,1,3,2,3,4,1,1,3,4,1,2,2,1962.0,59.0,3,1,1,2,1,1,2,36,1,4,1,1,7,2,2,1,2,1,2,1,2,2,2,1,4,2,1,1,1,2022-03-30 21:04:47.342000,2022-03-31 13:02:45.904000,2022-03-31 13:02:26.029000,1768118715.0,0.972871768441028
