Q1A,Q2A,Q1B,Q2B,Q3A,Q4A,Q3B,Q4B,Q5A,Q6A,Q5B,Q6B,Q7A,Q8A,Q7B,Q8B,Q9A,Q10A,Q9B,Q10B,Q11A,Q12A,Q11B,Q12B,Q13A,Q14A,Q13B,Q14B,Q15A,Q16A,Q15B,Q16B,Q17A,Q18A,Q17B,Q18B,Q19A,Q20A,Q19B,Q20B,Q21A,Q22A,Q21B,Q22B,Q23A,Q24A,Q23B,Q24B,Q41A,Q42A,Q41B,Q42B,Q43A,Q44A,Q43B,Q44B,Q38,Q25,Q26,Q27,Q28,Q29,Q39,Q40,Q30,Q31,Q32,Q33,Q34,Q35,Q36,Q45,Q46,newsint,cablenews,ideo3,ideo5,votereg,votereg2,pid3,pid7,turnout20post,presvote20post,gender,birthyr,age,age4,race,race4,educ,educ4,marstat,child18,inputstate,region,urbancity,acsownrent,employstat2,faminc,income3,milstat_1,milstat_2,milstat_3,milstat_4,milstat_5,union_hhold_1,union_hhold_2,union_hhold_3,volunteer,pew_religimp,pew_churatd,pew_bornagain,pew_prayer,religpew,rand_ab,starttime,endtime,lastmodified,caseid,weight
.,.,2,1,.,.,1,1,.,.,2,2,.,.,1,2,.,.,1,2,.,.,2,1,.,.,2,2,.,.,1,1,.,.,1,2,.,.,1,1,.,.,2,1,.,.,1,1,.,.,2,2,.,.,1,1,4,1,2,2,4,5,5,1,1,5,1,1,1,8.0,100.0,1,1,1,1,1,2,1,1,1,1,1,1,2,1960.0,60.0,3,1,1,2,1,1,2,6,4,4,1,7,11,3,2,2,2,2,1,.,.,1,2,4,6,2,7,12,2,2021-04-07 16:19:32.180000,2021-04-07 16:36:32.107000,2021-04-07 16:36:28.383000,1415648587.0,0.791550025379488
.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,5,2,2,2,4,5,5,5,5,2,4,4,4,93.0,52.0,4,4,2,5,3,5,1,1,2,7,1,2,1,1946.0,74.0,4,1,1,5,3,1,2,6,4,4,1,5,8,2,.,1,1,.,.,2,2,1,2,1,5,1,1,1,2,2021-04-07 16:25:17.587000,2021-04-07 16:36:37.477000,2021-04-07 16:36:31.608000,1414870139.0,0.648828200429157
2,1,.,.,1,1,.,.,1,2,.,.,2,1,.,.,1,1,.,.,2,1,.,.,1,1,.,.,1,1,.,.,1,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,1,.,.,2,2,.,.,3,2,2,1,3,4,1,4,2,1,5,4,1,.,.,3,2,4,3,4,6,1,1,5,4,2,6,1,1986.0,34.0,2,1,1,5,3,1,2,35,4,3,1,.,10,3,.,.,.,.,1,2,1,2,1,2,2,2,3,1,1,2021-04-07 16:25:08.966000,2021-04-07 16:36:46.886000,2021-04-07 16:36:46.226000,1415033215.0,1.59966851381274
.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,5,2,2,2,4,5,6,3,5,3,2,2,2,88.0,88.0,5,2,1,4,3,4,1,1,2,7,1,2,2,1965.0,55.0,3,1,1,4,2,1,2,4,4,4,1,4,1,1,2,2,2,1,2,2,2,1,2,2,3,1,1,1,2,2021-04-07 16:17:13.983000,2021-04-07 16:36:57.921000,2021-04-07 16:36:51.904000,1415644265.0,0.82124118764138
.,.,.,1,.,.,2,2,.,.,2,2,.,.,1,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,2,.,.,2,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,5,2,2,2,4,5,6,2,5,2,2,3,4,29.0,81.0,4,1,1,1,1,2,1,1,1,1,1,1,2,1950.0,71.0,4,1,1,3,2,1,2,26,2,2,1,5,97,4,.,.,.,1,.,.,1,.,1,4,6,2,5,1,2,2021-04-07 16:18:22.700000,2021-04-07 16:37:04.603000,2021-04-07 16:36:54.822000,1414847541.0,0.749300760481178
2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,4,2,2,2,4,5,6,5,5,2,3,5,5,76.0,76.0,5,5,1,2,2,3,1,1,2,6,1,2,1,1942.0,78.0,4,1,1,6,4,1,2,20,2,2,1,5,12,3,.,.,1,.,.,2,2,1,2,3,4,2,6,1,1,2021-04-07 16:18:37.150000,2021-04-07 16:37:09.572000,2021-04-07 16:37:03.717000,1415111567.0,1.02313326948309
1,2,.,.,2,2,.,.,2,2,.,.,1,2,.,.,1,2,.,.,2,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,5,2,2,2,4,5,5,2,4,2,2,2,4,14.0,71.0,2,2,1,1,1,1,1,1,1,1,1,1,2,1959.0,61.0,3,1,1,3,2,1,2,4,4,2,1,1,8,2,2,2,2,1,2,.,.,1,2,3,4,2,3,11,1,2021-04-07 16:15:11.985000,2021-04-07 16:37:19.647000,2021-04-07 16:37:18.843000,1414873711.0,0.657185459308828
.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,1,.,.,1,1,.,.,2,2,.,.,2,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,2,5,2,2,2,4,5,6,1,5,3,2,5,5,99.0,68.0,5,5,1,2,3,5,1,1,2,7,1,2,1,1954.0,66.0,4,1,1,3,2,1,2,19,2,3,1,5,10,3,.,.,.,1,.,.,.,1,2,4,6,2,7,9,2,2021-04-07 16:22:20.270000,2021-04-07 16:37:25.780000,2021-04-07 16:37:25.094000,1415008843.0,0.897834491809073
.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,4,2,2,2,1,4,5,2,4,3,3,4,3,53.0,54.0,5,3,2,2,2,3,1,1,3,5,1,2,1,1980.0,40.0,2,1,1,5,3,1,1,36,1,3,1,1,13,3,.,.,.,1,.,.,.,1,1,2,3,2,4,2,2,2021-04-07 16:27:20.382000,2021-04-07 16:37:34.660000,2021-04-07 16:37:32.044000,1414903055.0,0.661132770409266
.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,3,2,2,2,4,5,6,3,5,1,5,3,5,29.0,75.0,3,5,1,3,1,2,1,1,1,1,1,1,1,1943.0,77.0,4,1,1,2,1,3,2,17,2,2,2,5,5,1,.,.,.,1,.,.,.,1,2,2,5,2,8,2,2,2021-04-07 16:26:54.928000,2021-04-07 16:38:19.251000,2021-04-07 16:38:18.396000,1415230691.0,0.879803683758054
.,.,2,2,.,.,2,2,.,.,1,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,4,1,1,1,5,5,4,1,4,2,2,2,3,51.0,51.0,2,2,2,2,2,3,1,1,3,5,1,2,1,1961.0,60.0,3,1,1,2,1,5,2,13,3,3,2,6,2,1,2,2,2,2,1,.,.,1,2,1,2,1,2,1,2,2021-04-07 16:26:57.552000,2021-04-07 16:38:35.452000,2021-04-07 16:38:29.201000,1415573511.0,1.01806918811283
.,.,2,2,.,.,1,1,.,.,1,2,.,.,2,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,1,.,.,1,1,.,.,1,2,5,2,2,2,4,5,5,4,5,1,4,5,5,85.0,59.0,4,2,4,5,3,5,1,1,2,7,1,2,1,1945.0,76.0,4,1,1,5,3,3,2,6,4,1,2,4,2,1,.,.,1,.,.,.,.,1,2,4,6,2,7,11,2,2021-04-07 16:21:35.727000,2021-04-07 16:38:38.756000,2021-04-07 16:38:30.074000,1415364597.0,0.648828200429157
.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,2,.,.,2,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,3,2,2,2,4,5,4,3,2,2,3,3,4,50.0,50.0,4,3,4,5,2,3,1,1,3,3,1,1,2,1956.0,64.0,3,1,1,4,2,3,2,26,2,4,3,5,11,3,.,.,.,.,1,.,.,1,2,1,5,1,1,12,2,2021-04-07 16:26:13.530000,2021-04-07 16:39:01.874000,2021-04-07 16:39:01.132000,1415111007.0,0.656471694905742
.,.,2,2,.,.,2,2,.,.,1,2,.,.,2,2,.,.,1,2,.,.,1,2,.,.,2,2,.,.,1,1,.,.,1,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,1,2,2,2,2,2,6,2,1,1,1,1,1,23.0,27.0,1,1,1,3,1,2,1,1,2,7,1,2,2,1990.0,30.0,2,1,1,6,4,1,1,32,4,2,1,1,9,2,.,.,.,1,.,1,.,.,1,1,2,1,2,2,2,2021-04-07 16:18:25.368000,2021-04-07 16:39:05.525000,2021-04-07 16:39:00.913000,1414813501.0,0.845178094638097
.,.,1,2,.,.,1,1,.,.,2,2,.,.,1,2,.,.,1,1,.,.,2,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,1,.,.,1,1,.,.,1,2,.,.,2,2,.,.,2,2,4,2,2,2,4,5,6,3,4,2,3,3,4,50.0,75.0,4,4,2,4,2,3,1,1,3,4,1,1,1,1964.0,57.0,3,1,1,3,2,1,2,27,2,2,1,1,10,3,.,.,.,1,.,.,.,1,1,1,3,1,3,1,2,2021-04-07 16:27:59.881000,2021-04-07 16:39:37.959000,2021-04-07 16:39:34.601000,1415388767.0,0.805206587312534
.,.,1,2,.,.,2,1,.,.,2,1,.,.,1,2,.,.,1,2,.,.,2,1,.,.,2,2,.,.,1,2,.,.,2,2,.,.,1,1,.,.,2,1,.,.,1,2,.,.,2,2,.,.,1,1,4,2,2,2,4,5,6,1,4,5,1,4,2,11.0,82.0,4,2,1,5,1,1,2,2,4,3,2,6,1,1946.0,74.0,4,1,1,6,4,1,2,6,4,2,1,5,97,4,.,.,.,.,1,.,.,1,2,4,6,2,7,9,2,2021-04-07 16:20:57.876000,2021-04-07 16:39:43.801000,2021-04-07 16:39:34.620000,1415236805.0,1.77018573804583
2,2,.,.,1,1,.,.,1,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,1,.,.,2,2,.,.,1,2,.,.,2,2,.,.,2,1,.,.,1,2,.,.,1,2,.,.,5,2,2,2,4,5,6,3,5,2,2,5,5,100.0,43.0,5,5,1,2,3,5,1,1,3,5,1,2,1,1947.0,73.0,4,1,1,3,2,1,2,39,2,4,1,5,97,4,.,.,1,.,.,.,.,1,2,1,1,1,1,12,1,2021-04-07 16:23:05.081000,2021-04-07 16:40:03.904000,2021-04-07 16:39:58.202000,1415058439.0,0.897834491809073
2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,4,2,2,2,4,5,6,2,5,2,3,4,5,90.0,65.0,5,5,1,4,3,4,1,1,3,5,1,2,1,1974.0,46.0,3,1,1,5,3,5,2,5,3,4,2,6,2,1,.,.,.,1,.,.,.,1,2,1,5,1,3,1,1,2021-04-07 16:24:13.685000,2021-04-07 16:40:07.645000,2021-04-07 16:40:04.540000,1415650777.0,0.891173910335564
1,2,.,.,2,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,1,.,.,2,1,.,.,1,2,.,.,2,2,.,.,2,1,.,.,4,2,2,2,4,5,6,3,4,2,2,4,3,29.0,67.0,2,1,2,5,1,2,1,1,1,2,1,1,1,1999.0,21.0,1,6,4,3,2,5,2,6,4,2,3,.,13,3,2,2,2,2,1,2,2,1,1,3,5,2,3,11,1,2021-04-07 16:24:24.037000,2021-04-07 16:40:12.276000,2021-04-07 16:40:04.440000,1415651533.0,1.1475587299899
.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,5,2,2,1,4,4,5,4,4,4,2,2,3,50.0,44.0,4,2,1,2,2,3,1,1,2,6,1,2,1,1948.0,72.0,4,1,1,5,3,1,2,12,3,2,1,4,10,3,.,.,.,1,.,1,.,.,2,2,4,2,5,2,2,2021-04-07 16:19:05.977000,2021-04-07 16:40:15.562000,2021-04-07 16:40:07.418000,1415105257.0,0.808445037078826
.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,5,2,2,2,4,5,6,3,1,4,2,2,3,51.0,61.0,4,2,1,3,2,3,1,1,4,3,1,1,2,1963.0,57.0,3,1,1,2,1,1,2,42,1,4,1,5,4,1,.,.,.,1,.,1,.,.,2,4,6,2,7,9,2,2021-04-07 16:24:52.632000,2021-04-07 16:40:19.658000,2021-04-07 16:40:15.442000,1415253017.0,0.876730067625621
.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,1,.,.,1,1,.,.,1,1,.,.,2,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,1,3,3,2,2,4,5,6,3,5,3,2,4,3,71.0,73.0,4,4,1,2,3,4,1,1,2,7,1,2,2,1940.0,80.0,4,1,1,3,2,4,2,26,2,4,1,5,3,1,2,2,2,1,2,2,2,1,2,1,5,1,1,1,2,2021-04-07 16:18:15.858000,2021-04-07 16:40:19.905000,2021-04-07 16:40:06.276000,1414952063.0,1.36758097254237
.,.,2,1,.,.,1,1,.,.,1,1,.,.,1,2,.,.,1,2,.,.,2,2,.,.,2,2,.,.,1,2,.,.,1,2,.,.,2,2,.,.,2,1,.,.,1,2,.,.,2,2,.,.,2,1,4,2,2,1,5,5,6,1,2,4,2,2,4,13.0,94.0,2,2,2,5,1,2,1,1,1,2,1,1,2,1987.0,33.0,2,7,4,6,4,5,2,22,3,1,2,1,4,1,.,.,.,.,1,.,.,1,1,4,6,2,7,11,2,2021-04-07 16:23:17.394000,2021-04-07 16:40:32.750000,2021-04-07 16:40:28.856000,1414894835.0,0.749023464088676
.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,1,.,.,1,2,.,.,1,2,.,.,2,1,.,.,1,1,.,.,2,2,5,2,2,2,4,5,6,1,5,3,1,5,5,80.0,60.0,5,5,1,2,3,4,1,1,2,7,1,2,1,1932.0,89.0,4,1,1,6,4,1,2,8,4,3,1,5,8,2,.,.,1,.,.,.,.,1,1,3,6,2,7,5,2,2021-04-07 16:25:47.321000,2021-04-07 16:40:34.128000,2021-04-07 16:40:28.979000,1414921267.0,0.701277730171805
.,.,2,2,.,.,1,2,.,.,2,2,.,.,2,2,.,.,1,2,.,.,1,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,2,.,.,1,1,.,.,1,1,.,.,1,2,.,.,1,1,4,2,2,2,5,5,4,3,4,4,1,3,2,83.0,53.0,5,1,2,4,3,4,1,1,2,7,1,2,2,1960.0,61.0,3,1,1,3,2,1,2,48,3,4,1,6,2,1,.,.,.,1,.,2,2,1,2,2,5,2,1,1,2,2021-04-07 16:14:46.515000,2021-04-07 16:40:43.758000,2021-04-07 16:40:43.009000,1415642387.0,1.02327297419294
2,2,.,.,2,1,.,.,2,1,.,.,2,2,.,.,1,2,.,.,1,2,.,.,2,2,.,.,1,2,.,.,1,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,4,2,2,2,4,5,6,4,5,4,4,4,4,29.0,69.0,4,4,1,3,1,2,1,1,1,1,1,1,2,1947.0,73.0,4,1,1,5,3,1,2,48,3,3,1,5,97,4,.,.,.,1,.,.,.,1,1,3,5,2,2,5,1,2021-04-07 16:15:54.399000,2021-04-07 16:40:49.579000,2021-04-07 16:40:39.637000,1415642531.0,0.742836292125336
1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,4,3,1,1,4,4,10,1,2,3,1,3,1,64.0,57.0,3,2,3,2,3,4,1,1,2,6,1,2,1,1991.0,30.0,2,1,1,3,2,5,2,4,4,1,1,4,8,2,.,.,.,1,.,.,.,1,2,2,5,2,3,2,1,2021-04-07 16:20:16.789000,2021-04-07 16:41:09.032000,2021-04-07 16:41:08.780000,1415648691.0,0.601070779252342
2,1,.,.,2,2,.,.,1,2,.,.,2,1,.,.,1,2,.,.,1,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,2,.,.,5,2,2,2,4,5,6,3,5,2,1,4,4,76.0,56.0,5,5,2,5,3,4,1,1,3,5,1,2,2,1989.0,32.0,2,1,1,6,4,1,2,47,3,2,1,2,4,1,.,.,.,.,1,.,.,1,1,1,1,1,1,1,1,2021-04-07 16:25:34.137000,2021-04-07 16:41:48.653000,2021-04-07 16:41:47.843000,1415499711.0,1.0530985484385
2,1,.,.,1,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,1,.,.,2,1,.,.,1,2,.,.,2,2,.,.,2,2,.,.,5,2,2,2,1,5,6,1,5,3,1,5,3,32.0,76.0,5,1,2,5,1,2,1,1,1,2,1,1,1,1952.0,68.0,4,1,1,2,1,1,2,31,2,1,1,5,8,2,.,.,1,.,.,.,.,1,1,1,5,2,2,11,1,2021-04-07 16:25:04.491000,2021-04-07 16:41:50.414000,2021-04-07 16:41:49.624000,1415652945.0,0.879803683758054
.,.,1,2,.,.,2,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,2,.,.,1,1,.,.,2,2,.,.,2,1,.,.,2,2,.,.,2,1,.,.,1,2,4,2,2,2,4,5,5,2,5,2,3,3,4,15.0,73.0,2,2,1,5,1,1,1,1,1,1,1,1,2,1993.0,27.0,1,1,1,5,3,5,2,48,3,1,2,1,5,1,2,2,2,2,1,2,2,1,2,4,6,2,7,11,2,2021-04-07 16:23:15.456000,2021-04-07 16:41:56.443000,2021-04-07 16:41:52.503000,1415543881.0,0.812747983959348
.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,5,2,2,2,4,5,5,2,5,3,3,4,5,85.0,55.0,5,4,1,2,3,4,1,1,3,5,1,2,1,1952.0,68.0,4,1,1,3,2,1,2,47,3,2,1,1,12,3,.,.,1,.,.,.,.,1,1,2,4,1,3,1,2,2021-04-07 16:21:19.843000,2021-04-07 16:42:14.879000,2021-04-07 16:42:09.343000,1415648825.0,0.766787294127973
.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,3,2,2,2,4,5,4,2,1,2,3,2,2,52.0,51.0,3,2,2,1,2,3,1,1,1,1,1,1,2,1935.0,85.0,4,1,1,4,2,4,2,12,3,3,1,5,4,1,2,2,2,1,2,2,2,1,2,2,6,2,1,1,2,2021-04-07 16:21:09.153000,2021-04-07 16:42:28.197000,2021-04-07 16:42:27.428000,1415476979.0,0.691467589384024
.,.,1,1,.,.,2,1,.,.,2,1,.,.,1,2,.,.,1,1,.,.,2,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,5,2,2,2,4,5,5,3,5,3,4,5,4,43.0,63.0,3,2,1,3,1,2,1,1,1,1,1,1,2,1944.0,76.0,4,1,1,4,2,4,2,17,2,2,1,5,3,1,.,.,.,.,1,.,.,1,2,3,6,2,5,2,2,2021-04-07 16:18:59.777000,2021-04-07 16:42:34.066000,2021-04-07 16:42:27.501000,1414927109.0,0.749300760481178
1,2,.,.,2,1,.,.,2,2,.,.,1,2,.,.,1,1,.,.,2,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,1,.,.,2,1,.,.,1,2,.,.,1,2,.,.,2,2,.,.,4,2,2,2,4,4,6,1,5,3,3,4,4,4.0,66.0,2,2,1,5,1,1,1,1,1,2,1,1,2,1946.0,74.0,4,1,1,3,2,1,2,12,3,1,2,5,6,2,2,2,1,2,2,2,2,1,2,4,6,2,7,9,1,2021-04-07 16:24:40.296000,2021-04-07 16:42:35.693000,2021-04-07 16:42:27.937000,1415001039.0,0.691467589384024
2,1,.,.,1,2,.,.,2,2,.,.,2,1,.,.,2,2,.,.,2,2,.,.,2,1,.,.,1,1,.,.,1,1,.,.,1,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,2,.,.,5,2,2,1,4,5,6,4,5,3,3,5,5,59.0,49.0,5,4,1,5,2,3,1,1,3,4,1,2,1,1967.0,53.0,3,1,1,5,3,3,2,53,4,3,2,6,1,1,.,.,1,.,.,.,.,1,2,4,6,2,7,11,1,2021-04-07 16:23:12.620000,2021-04-07 16:42:56.466000,2021-04-07 16:42:55.744000,1415449485.0,0.715223346044316
.,.,2,1,.,.,2,1,.,.,1,2,.,.,2,1,.,.,2,1,.,.,1,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,2,.,.,1,2,.,.,1,2,.,.,1,2,.,.,2,2,5,2,2,2,4,5,5,4,5,3,5,5,3,78.0,50.0,5,3,2,2,3,4,1,1,2,7,1,2,1,1969.0,51.0,3,1,1,2,1,1,2,21,3,4,1,1,8,2,.,.,.,.,1,.,.,1,2,4,5,2,6,1,2,2021-04-07 16:19:26.592000,2021-04-07 16:43:17.160000,2021-04-07 16:43:11.207000,1415370283.0,1.01806918811283
2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,5,2,2,2,4,4,5,1,4,5,3,4,3,51.0,26.0,2,2,1,2,2,3,1,1,3,5,1,2,2,1957.0,63.0,3,1,1,6,4,1,2,8,4,3,1,3,11,3,.,.,1,1,.,2,2,1,2,2,6,2,2,1,1,2021-04-07 16:25:22,2021-04-07 16:43:18.303000,2021-04-07 16:43:13.245000,1415317487.0,0.693607736844237
.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,4,2,2,2,4,5,5,1,5,3,1,3,4,98.0,82.0,5,1,1,5,3,5,1,1,2,7,1,1,2,1956.0,64.0,3,1,1,6,4,1,2,55,2,1,2,5,8,2,.,.,.,1,1,1,2,2,2,1,4,2,8,1,2,2021-04-07 16:20:45.947000,2021-04-07 16:43:19.500000,2021-04-07 16:43:11.540000,1415276265.0,0.762250328705437
.,.,2,1,.,.,2,2,.,.,2,1,.,.,1,2,.,.,1,2,.,.,2,1,.,.,1,2,.,.,2,2,.,.,2,1,.,.,1,1,.,.,1,1,.,.,1,2,.,.,2,2,.,.,2,2,3,1,2,3,2,5,6,3,2,3,2,3,2,63.0,57.0,2,2,1,1,2,3,1,1,1,2,1,1,1,1998.0,22.0,1,5,4,2,1,1,1,6,4,1,2,.,7,2,2,2,2,2,1,2,1,2,1,2,1,2,1,6,2,2021-04-07 16:29:14.260000,2021-04-07 16:43:26.836000,2021-04-07 16:43:26.668000,1415665547.0,1.09713865786695
1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,5,2,2,2,4,5,5,2,4,3,2,3,4,75.0,45.0,5,4,1,2,3,4,1,1,2,6,1,2,1,1952.0,68.0,4,1,1,3,2,3,2,29,2,4,1,5,4,1,.,.,.,1,.,2,2,1,2,2,6,2,6,2,1,2021-04-07 16:19:34.043000,2021-04-07 16:43:45.681000,2021-04-07 16:43:39.686000,1415081641.0,0.897834491809073
2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,5,2,2,2,4,5,4,4,5,4,2,3,4,77.0,48.0,5,1,2,2,2,3,1,1,3,5,1,2,2,1955.0,66.0,4,1,1,5,3,1,2,1,3,2,1,4,6,2,2,2,2,1,2,2,2,1,2,1,1,1,1,1,1,2021-04-07 16:19:01.966000,2021-04-07 16:43:56.089000,2021-04-07 16:43:49.446000,1414572273.0,0.912671625064983
2,1,.,.,2,2,.,.,1,2,.,.,2,2,.,.,1,1,.,.,1,2,.,.,2,1,.,.,2,2,.,.,1,2,.,.,2,1,.,.,1,1,.,.,1,1,.,.,2,1,.,.,2,2,.,.,3,2,2,2,1,5,3,3,4,2,4,3,3,78.0,69.0,4,2,1,3,3,4,1,1,2,6,1,1,2,1968.0,52.0,3,1,1,6,4,6,2,35,4,4,1,.,2,1,.,.,1,.,.,.,.,1,1,1,2,1,1,1,1,2021-04-07 16:28:19.160000,2021-04-07 16:43:57.438000,2021-04-07 16:43:53.538000,1415660651.0,0.763079103434176
.,.,1,2,.,.,2,1,.,.,2,1,.,.,1,2,.,.,1,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,1,.,.,1,2,.,.,2,1,.,.,1,1,4,2,2,2,4,5,6,3,4,4,2,3,3,24.0,84.0,2,1,1,5,1,2,1,1,1,1,1,1,2,1973.0,47.0,3,1,1,3,2,5,1,51,3,2,3,.,4,1,.,.,.,1,.,.,.,1,1,4,6,2,7,11,2,2021-04-07 16:28:29.776000,2021-04-07 16:44:53.318000,2021-04-07 16:44:48.774000,1415273191.0,0.605803336011322
1,1,.,.,1,1,.,.,1,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,4,2,2,2,4,5,6,1,2,4,1,2,2,32.0,92.0,1,1,2,5,1,2,1,1,1,2,1,1,2,1963.0,57.0,3,1,1,2,1,4,2,36,1,4,1,2,3,1,.,.,.,.,1,2,2,1,2,1,2,1,1,12,1,2021-04-07 16:27:21.573000,2021-04-07 16:45:17.064000,2021-04-07 16:45:16.142000,1414323347.0,0.876730067625621
