Q1A,Q2A,Q1B,Q2B,Q3A,Q4A,Q3B,Q4B,Q5A,Q6A,Q5B,Q6B,Q7A,Q8A,Q7B,Q8B,Q9A,Q10A,Q9B,Q10B,Q11A,Q12A,Q11B,Q12B,Q13A,Q14A,Q13B,Q14B,Q15A,Q16A,Q15B,Q16B,Q17A,Q18A,Q17B,Q18B,Q19A,Q20A,Q19B,Q20B,Q21A,Q22A,Q21B,Q22B,Q23A,Q24A,Q23B,Q24B,Q25A,Q26A,Q25B,Q26B,Q27A,Q28A,Q27B,Q28B,Q29A,Q30A,Q29B,Q30B,Q31A,Q32A,Q31B,Q32B,Q33A,Q34A,Q33B,Q34B,Q35,Q36,Q37_1,Q37_2,Q37_3,Q37_4,pid3_pipe,Q38,Q39,Q40,Q41,Q42,Q43,Q44,Q45,Q46,Q47,Q48_1,Q48_2,Q48_3,Q48_4,Q48_5,Q49,Q50,Q51,Q52,pid3,pid7,newsint,cablenews,cablenews_t,votereg,turnout22post,housevote22post,votemethod22,turnout20,ideo5,gender,birthyr,country_of_birth,age,age4,race,race4,hispanic,speakspanish,educ,educ4,pew_religimp,pew_churatd,pew_bornagain,pew_prayer,religpew,marstat,child18,ownrent,socialclass,faminc,income3,inputstate,region,urbancity,milstat_1,milstat_2,milstat_3,milstat_4,milstat_5,union_hhold_1,union_hhold_2,union_hhold_3,sexuality,student2,job,employstat2,employstat2_t,pid7_baseline,pid3_baseline,presvote20post,ideo3,starttime,endtime,rand_ab,weight
1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,1,2,1,2,.,.,3,3,1,2,2,2,4,1,4,2,2,5,5,2,25.0,48.0,2,2,5,8,1,1,__NA__,1,1,1,3,1,2,2,1965.0,840,58.0,3,1,1,2,4,3,2,1,4,2,1,2,3,2,1,3,1,1,53,4,1,2,1,2,2,2,2,2,1,.,3,.,5,__NA__,8,5,2,1,2024-03-18 22:12:23.492000,2024-03-18 22:36:46.092000,1,0.3318913318971506
.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,2,.,.,1,2,.,.,2,1,.,.,2,2,.,.,2,2,.,.,2,1,.,.,2,2,1,1,1,3,1,3,1,5,1,2,2,2,4,5,5,1,3,2,2,2,1,5,50.0,80.0,3,1,5,3,3,5,__NA__,1,2,6,.,2,4,1,1961.0,840,63.0,3,1,1,2,4,2,1,4,6,2,6,11,1,2,1,3,9,2,48,3,2,2,2,2,1,2,2,2,1,.,3,.,5,__NA__,5,5,1,3,2024-03-18 22:12:38.732000,2024-03-18 22:31:53.002000,2,0.6992230737284586
.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,2,2,2,3,1,3,.,.,1,2,2,2,5,2,5,5,1,3,5,5,4,1,51.0,50.0,5,5,3,4,1,2,__NA__,1,1,1,2,1,3,1,1976.0,840,47.0,3,1,1,2,4,2,1,1,4,1,2,2,1,2,2,3,7,2,23,1,4,2,1,1,1,2,2,2,1,.,3,.,3,__NA__,7,3,2,2,2024-03-18 22:13:04.631000,2024-03-18 22:28:00.765000,2,0.3400102923263811
1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,1,.,.,1,1,.,.,1,1,.,.,2,1,.,.,1,1,.,.,2,1,.,.,1,2,.,.,2,2,.,.,2,1,.,.,1,2,.,.,2,2,.,.,5,5,3,4,2,4,2,5,2,3,3,3,1,5,3,2,3,2,2,4,2,4,50.0,55.0,4,1,2,6,4,5,__NA__,1,2,6,.,2,3,2,1961.0,840,62.0,3,1,1,2,4,2,1,3,6,2,2,11,4,2,2,4,5,1,32,4,1,2,2,2,1,2,2,2,1,.,3,.,6,__NA__,4,2,1,2,2024-03-18 22:14:02.845000,2024-03-18 22:28:31.382000,1,1.018761141298138
.,.,2,2,.,.,1,2,.,.,2,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,2,.,.,2,2,.,.,2,2,.,.,2,1,.,.,1,1,.,.,2,2,3,5,3,4,3,5,.,.,2,1,2,3,1,2,5,5,2,4,4,4,4,1,72.0,52.0,4,2,3,4,2,5,__NA__,2,2,6,.,2,4,2,1965.0,840,58.0,3,1,1,2,4,3,2,1,3,1,1,1,3,2,1,4,2,1,48,3,4,2,2,2,1,2,2,2,1,.,3,.,1,__NA__,8,3,1,3,2024-03-18 22:14:47.254000,2024-03-18 22:31:54.868000,2,0.5078264476575365
1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,4,4,1,2,1,2,2,2,2,2,2,2,4,2,6,2,2,2,4,5,2,2,100.0,60.0,5,4,3,5,1,2,__NA__,2,2,6,.,1,5,2,1966.0,840,57.0,3,1,1,2,4,2,1,3,5,1,1,12,1,2,2,4,9,2,48,3,2,2,2,2,1,2,2,2,1,.,3,.,7,__NA__,6,3,2,3,2024-03-18 22:14:52.344000,2024-03-18 22:27:05.406000,1,1.342777080999729
1,2,.,.,1,2,.,.,2,1,.,.,1,2,.,.,1,1,.,.,1,2,.,.,2,2,.,.,1,2,.,.,1,2,.,.,2,1,.,.,1,2,.,.,1,2,.,.,2,1,.,.,2,2,.,.,2,2,.,.,1,2,.,.,2,1,.,.,2,3,1,3,2,2,.,.,2,2,2,2,4,2,6,3,3,2,3,3,3,4,2.0,2.0,3,3,3,4,4,5,__NA__,2,2,6,.,2,1,2,1984.0,392,39.0,2,2,2,2,4,4,2,4,5,2,1,11,3,1,2,4,4,1,45,3,1,2,2,2,1,2,2,2,1,.,3,.,2,__NA__,7,3,1,1,2024-03-18 22:15:06.519000,2024-03-18 22:34:18.964000,1,1.247796760452706
.,.,1,1,.,.,1,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,2,.,.,2,2,.,.,2,1,.,.,1,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,2,2,2,2,2,2,2,3,5,1,2,2,5,1,5,4,3,1,2,4,2,2,50.0,50.0,3,3,2,6,4,5,__NA__,2,2,6,.,2,3,2,1956.0,840,68.0,4,1,1,2,4,3,2,1,4,1,1,1,6,2,1,3,7,2,12,3,2,2,2,2,1,2,2,2,1,.,3,.,5,__NA__,4,2,1,2,2024-03-18 22:18:34.426000,2024-03-18 23:16:30.677000,2,0.7911804135352043
.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,5,5,1,5,1,5,2,5,2,2,2,2,4,5,4,4,2,4,5,5,3,3,78.0,63.0,3,4,3,5,1,4,BBC,2,2,6,.,2,4,2,1957.0,840,67.0,4,1,1,2,4,3,2,2,5,2,6,5,6,2,1,3,8,2,12,3,2,2,2,2,1,2,2,2,1,.,3,.,1,__NA__,6,3,1,3,2024-03-18 22:21:00.942000,2024-03-18 22:38:49.711000,2,0.852565034790631
1,2,.,.,1,1,.,.,2,1,.,.,1,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,2,.,.,2,2,.,.,2,1,.,.,1,2,.,.,2,2,.,.,1,2,.,.,2,2,.,.,1,2,.,.,2,2,.,.,2,2,.,.,3,3,1,5,1,5,1,3,3,1,3,1,4,5,4,4,3,3,3,3,3,2,50.0,50.0,4,2,3,3,3,2,__NA__,2,2,6,.,2,3,1,1974.0,840,49.0,3,3,3,1,3,3,2,3,3,2,1,2,3,2,2,4,6,2,6,4,2,2,2,2,1,2,2,2,1,.,1,1,.,__NA__,7,3,1,2,2024-03-18 22:21:50.962000,2024-03-18 22:49:22.150000,1,1.303531450262679
.,.,1,1,.,.,2,2,.,.,1,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,2,.,.,2,2,.,.,2,2,.,.,2,2,2,2,2,2,3,2,1,5,4,2,1,2,4,3,9,4,1,3,2,3,4,1,54.0,52.0,2,2,1,1,3,1,__NA__,2,2,6,.,1,3,1,1978.0,840,45.0,3,3,3,1,2,2,1,1,2,2,3,2,5,2,2,3,3,1,55,2,1,2,1,2,2,2,2,2,1,.,3,.,1,__NA__,1,1,5,2,2024-03-18 22:26:23.842000,2024-03-19 01:42:02.225000,2,1.526913630014612
1,1,.,.,2,2,.,.,2,2,.,.,1,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,3,3,1,2,1,3,.,.,2,2,2,2,4,5,5,1,5,5,2,5,1,3,70.0,98.0,5,1,3,4,1,5,__NA__,1,1,1,3,2,4,2,1953.0,840,70.0,4,1,1,2,4,4,2,1,5,1,1,2,5,2,1,3,7,2,48,3,2,2,2,2,1,2,2,2,1,1,3,.,5,__NA__,5,3,1,3,2024-03-18 22:26:32.197000,2024-03-18 23:00:59.555000,1,0.1771218565301445
.,.,1,2,.,.,1,2,.,.,2,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,1,.,.,2,2,.,.,2,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,2,.,.,2,2,2,3,2,3,2,3,2,3,3,2,2,2,3,5,2,3,3,3,3,3,3,3,51.0,52.0,3,3,2,7,4,5,__NA__,1,1,2,2,1,6,2,1959.0,840,64.0,3,1,1,2,.,2,1,1,2,2,2,2,1,2,1,4,10,3,34,1,3,2,2,2,2,1,2,2,1,1,3,.,3,__NA__,3,2,2,4,2024-03-18 22:27:11.985000,2024-03-18 23:58:15.230000,2,0.6586027134841953
.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,1,.,.,2,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,3,3,1,1,1,2,2,5,3,3,2,3,1,4,4,2,3,3,2,3,2,3,80.0,31.0,5,3,2,7,2,1,__NA__,1,2,6,.,1,4,2,1961.0,840,62.0,3,1,1,2,4,3,2,3,5,2,6,2,1,2,2,5,3,1,55,2,2,2,2,2,2,1,2,2,1,.,3,.,6,__NA__,3,2,2,3,2024-03-18 22:27:58.560000,2024-03-18 22:41:31.170000,2,2.161361139884364
1,2,.,.,1,2,.,.,1,1,.,.,1,2,.,.,2,1,.,.,1,2,.,.,1,2,.,.,1,2,.,.,2,2,.,.,1,2,.,.,1,2,.,.,2,2,.,.,1,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,2,.,.,5,3,3,3,3,3,.,.,3,3,3,3,1,4,4,5,3,3,3,3,3,3,88.0,75.0,3,3,5,8,1,1,__NA__,2,2,6,.,2,6,2,1960.0,840,63.0,3,3,3,1,2,3,2,1,1,1,1,12,1,2,2,5,2,1,25,1,2,2,2,2,2,1,2,2,1,.,3,.,1,__NA__,7,4,1,4,2024-03-18 22:39:36.087000,2024-03-18 22:51:12.358000,1,0.7538108410598293
.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,1,1,2,2,2,2,.,.,1,2,2,2,4,2,3,2,3,2,3,3,2,3,50.0,50.0,2,2,3,4,2,1,__NA__,1,1,1,2,2,3,1,1981.0,116,42.0,2,4,4,2,4,3,2,3,5,2,6,7,5,2,2,4,8,2,36,1,1,2,2,2,2,1,2,1,2,.,3,.,1,__NA__,7,3,1,2,2024-03-18 23:12:31.264000,2024-03-18 23:36:09.230000,2,0.5966265636464848
2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,1,1,1,1,2,2,1,2,2,2,4,2,5,2,2,2,5,5,2,2,95.0,58.0,5,1,2,7,1,5,__NA__,1,1,5,2,1,5,2,1964.0,840,59.0,3,1,1,2,4,4,2,2,6,2,3,11,1,2,1,3,12,3,48,3,4,2,2,2,1,2,2,2,1,.,3,.,1,__NA__,6,4,2,3,2024-03-18 23:13:36.904000,2024-03-18 23:28:19.894000,1,1.271419945823377
2,2,.,.,1,2,.,.,1,2,.,.,1,2,.,.,1,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,1,.,.,2,2,.,.,2,5,1,5,1,5,.,.,2,2,2,2,4,2,5,5,3,3,5,5,3,1,50.0,61.0,5,5,5,8,2,5,__NA__,2,2,6,.,2,6,2,1994.0,840,29.0,1,6,4,2,4,1,1,2,6,2,8,1,5,2,2,3,10,3,6,4,1,2,2,2,1,2,2,1,2,.,3,.,6,__NA__,8,5,1,4,2024-03-18 23:13:59.155000,2024-03-18 23:48:25.306000,1,1.732112350878984
1,1,.,.,1,1,.,.,2,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,1,1,1,1,2,5,2,2,3,2,4,2,5,3,2,4,4,5,5,2,100.0,68.0,3,3,2,7,1,2,__NA__,1,1,2,1,1,5,2,1963.0,840,61.0,3,1,1,2,4,2,1,1,2,1,1,8,1,2,2,4,7,2,48,3,2,2,2,2,2,1,2,2,1,.,3,.,1,__NA__,3,2,2,3,2024-03-18 23:14:16.596000,2024-03-19 01:36:02.413000,1,0.8050167459556077
1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,3,4,2,4,2,2,2,3,3,1,2,2,4,2,4,3,4,3,2,2,2,2,63.0,71.0,5,4,2,6,3,3,__NA__,1,2,6,.,2,3,1,1967.0,840,57.0,3,1,1,2,4,2,1,2,5,2,3,11,5,2,2,4,5,1,54,3,4,2,2,2,1,2,2,2,1,.,3,.,4,__NA__,4,2,1,2,2024-03-18 23:14:27.948000,2024-03-18 23:39:13.017000,1,1.072981769959118
.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,2,3,1,2,1,3,2,4,1,2,2,2,4,2,5,5,2,4,3,5,1,4,90.0,46.0,5,5,2,7,1,4,Newsmax,1,1,2,2,1,5,1,1973.0,840,50.0,3,1,1,2,4,2,1,4,6,2,7,9,1,2,1,3,12,3,56,4,3,2,1,1,1,2,2,2,1,.,3,.,1,__NA__,3,2,2,3,2024-03-18 23:14:31.270000,2024-03-18 23:51:53.778000,2,1.11306186096309
1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,3,3,1,2,1,3,2,4,2,1,2,2,4,5,5,3,2,3,4,4,4,2,98.0,86.0,4,2,2,7,1,2,__NA__,1,1,2,4,1,5,2,1941.0,840,82.0,4,1,1,2,4,2,1,1,2,1,1,1,1,2,1,3,5,1,26,2,2,2,2,2,2,1,2,2,1,.,3,.,5,__NA__,3,2,2,3,2024-03-18 23:15:06.086000,2024-03-18 23:28:53.190000,1,1.141053305913568
.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,2,2,1,3,1,3,2,4,2,2,2,2,4,2,6,4,4,4,2,5,4,2,85.0,55.0,5,1,2,7,1,5,__NA__,1,1,2,2,1,4,1,1959.0,840,64.0,3,1,1,2,4,3,2,2,5,2,3,2,1,2,1,3,10,3,36,1,2,2,2,1,1,2,2,2,1,.,3,.,5,__NA__,3,2,2,3,2024-03-18 23:15:59.866000,2024-03-18 23:44:37.357000,2,0.7984489169711725
2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,1,1,1,5,2,4,1,2,2,2,4,2,5,3,3,5,3,5,3,2,99.0,50.0,5,2,2,7,1,2,__NA__,1,1,2,1,1,5,2,1949.0,840,75.0,4,3,3,1,2,3,2,3,5,2,2,2,4,2,1,3,3,1,12,3,2,2,1,2,1,2,2,2,1,.,3,.,5,__NA__,4,2,2,3,2024-03-18 23:16:26.008000,2024-03-18 23:53:39.526000,1,0.4001581285559211
.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,2,2,3,5,2,1,2,2,4,2,2,2,2,4,2,6,1,1,5,5,5,5,1,89.0,59.0,5,5,3,5,2,2,__NA__,1,1,2,3,1,5,2,1952.0,840,71.0,4,1,1,2,4,4,2,2,6,2,6,1,1,2,1,3,8,2,53,4,2,2,2,2,1,2,2,2,1,.,3,.,5,__NA__,6,3,2,3,2024-03-18 23:17:54.387000,2024-03-18 23:35:19.636000,2,0.6863230464029353
.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,4,5,1,2,1,3,2,4,3,2,2,2,4,2,6,5,2,5,5,5,5,1,87.0,37.0,5,2,2,7,2,2,__NA__,1,1,2,2,1,4,2,1967.0,840,57.0,3,1,1,2,4,4,2,1,5,2,2,2,1,2,1,4,5,1,9,1,3,2,2,2,1,2,2,2,1,.,3,.,7,__NA__,3,2,2,3,2024-03-18 23:17:56.188000,2024-03-18 23:40:38.657000,2,0.6236036034170108
1,2,.,.,1,2,.,.,1,2,.,.,1,1,.,.,1,1,.,.,1,2,.,.,2,2,.,.,1,2,.,.,2,2,.,.,1,1,.,.,1,2,.,.,2,2,.,.,1,1,.,.,2,1,.,.,2,2,.,.,2,2,.,.,1,2,.,.,4,2,1,5,1,5,2,5,1,2,2,2,4,2,6,1,1,5,2,5,5,1,50.0,98.0,4,1,3,5,1,4,News Max,1,1,2,2,1,3,2,1953.0,840,70.0,4,1,1,2,4,4,2,1,6,2,1,1,1,2,1,3,8,2,42,1,4,2,2,2,2,1,2,2,1,.,3,.,5,__NA__,6,3,2,2,2024-03-18 23:19:01.238000,2024-03-18 23:53:33.803000,1,0.519961653819154
.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,3,3,1,1,1,3,2,3,3,2,3,2,4,4,4,4,3,3,2,5,1,3,50.0,50.0,5,4,2,6,3,5,__NA__,2,2,6,.,1,3,2,1960.0,840,63.0,3,1,1,2,4,2,1,1,2,1,1,1,1,2,2,4,8,2,29,2,2,2,2,2,1,2,2,2,1,.,3,.,6,__NA__,4,2,2,2,2024-03-18 23:19:35.099000,2024-03-18 23:52:17.353000,2,1.495143731739458
2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,3,3,1,3,1,3,1,1,1,2,2,2,4,5,5,1,1,5,5,5,3,1,61.0,59.0,5,5,1,1,1,5,__NA__,1,1,2,2,1,3,1,1963.0,840,60.0,3,1,1,2,4,3,2,1,6,2,7,12,4,2,1,5,3,1,29,2,4,2,2,2,2,1,2,2,1,.,3,.,3,__NA__,1,1,2,2,2024-03-18 23:20:05.346000,2024-03-18 23:36:46.028000,1,0.605877911207904
2,2,.,.,2,2,.,.,1,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,1,3,1,3,2,4,2,2,2,2,4,2,5,3,2,5,5,5,4,1,76.0,64.0,5,5,4,5,1,5,__NA__,1,1,2,2,1,4,2,1963.0,840,60.0,3,7,4,2,4,3,2,1,2,1,1,1,1,2,1,4,6,2,42,1,4,2,2,2,1,2,2,1,2,.,3,.,7,__NA__,6,4,2,3,2024-03-18 23:21:15.479000,2024-03-18 23:39:29.185000,1,0.3481948680636443
.,.,2,2,.,.,1,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,2,2,2,3,1,3,.,.,1,2,2,2,4,2,5,2,2,2,4,5,1,2,100.0,50.0,5,2,4,4,1,5,__NA__,1,1,2,1,1,5,2,1956.0,840,67.0,4,2,2,2,4,3,2,1,1,1,1,12,1,2,1,3,97,4,20,2,1,2,2,2,2,1,2,2,1,.,3,.,2,__NA__,3,2,2,3,2024-03-18 23:22:07.270000,2024-03-18 23:34:50.682000,2,1.610143847832185
.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,4,4,4,4,2,4,2,5,1,2,2,2,4,5,5,4,2,2,5,4,2,2,61.0,51.0,5,2,3,5,2,2,__NA__,1,2,6,.,1,3,2,1961.0,840,62.0,3,7,4,2,.,2,1,2,6,1,1,1,1,1,1,4,4,1,26,2,4,2,2,2,1,2,2,2,1,.,3,.,5,__NA__,6,3,2,2,2024-03-18 23:22:19.242000,2024-03-18 23:50:42.165000,2,1.296369563629689
1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,3,1,3,1,3,2,3,3,2,2,2,4,2,6,4,2,3,4,5,2,2,73.0,60.0,5,3,3,5,1,5,__NA__,1,1,2,2,1,4,2,1964.0,840,59.0,3,1,1,2,4,3,2,2,6,2,1,11,4,2,1,4,5,1,49,4,4,2,2,2,1,2,2,2,1,.,3,.,1,__NA__,6,3,2,3,2024-03-18 23:23:20.187000,2024-03-19 00:29:49.109000,1,0.5809765165383632
.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,2,2,1,2,1,2,2,1,3,2,2,2,4,2,6,1,2,2,2,4,1,3,100.0,52.0,5,1,2,7,2,5,__NA__,1,1,2,1,1,5,2,1951.0,840,72.0,4,1,1,2,4,3,2,1,4,1,1,1,4,2,1,2,5,1,37,3,3,2,2,2,1,2,2,2,1,.,3,.,5,__NA__,3,2,2,3,2024-03-18 23:23:51.694000,2024-03-18 23:41:58.847000,2,0.9004508642875736
.,.,2,1,.,.,1,2,.,.,2,2,.,.,1,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,2,.,.,1,1,.,.,2,1,.,.,1,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,2,1,1,1,1,1,2,2,3,2,3,1,2,3,2,4,1,4,4,4,5,5,2,59.0,31.0,4,1,2,6,1,2,__NA__,1,2,6,.,1,3,2,1964.0,840,59.0,3,1,1,2,.,3,2,3,6,1,3,11,3,2,2,4,3,1,54,3,2,2,2,2,1,2,2,1,2,1,3,.,6,__NA__,4,2,2,2,2024-03-18 23:24:07.741000,2024-03-18 23:46:05.326000,2,1.179877801064733
2,2,.,.,2,2,.,.,1,2,.,.,1,2,.,.,2,2,.,.,2,2,.,.,2,1,.,.,1,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,2,.,.,1,1,.,.,3,5,1,5,1,5,2,3,3,2,2,2,4,2,4,4,1,5,5,4,4,2,91.0,70.0,5,4,2,7,2,5,__NA__,1,1,2,2,1,4,2,1963.0,840,61.0,3,1,1,2,4,4,2,1,3,2,1,2,1,2,1,3,10,3,9,1,4,2,2,2,1,2,2,2,1,.,3,.,3,__NA__,3,2,2,3,2024-03-18 23:24:21.834000,2024-03-18 23:44:37.064000,1,0.6236036034170108
2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,4,1,2,1,3,2,3,1,2,1,2,2,2,6,2,1,5,4,5,4,1,85.0,0.0,5,5,2,7,3,5,__NA__,1,1,2,2,1,4,2,1942.0,840,81.0,4,2,2,2,4,3,2,1,2,1,1,1,4,2,1,4,7,2,1,3,1,2,2,1,1,2,2,2,1,.,3,.,5,__NA__,3,2,2,3,2024-03-18 23:26:03.713000,2024-03-19 00:01:49.612000,1,1.341941742646134
